Regi∆o - Sigla;Estado - Sigla;Munic°pio;Revenda;CNPJ da Revenda;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;PE;RECIFE;CLEONICE MARIA DA SILVA SOBRAL LTDA;2,43888E+13;GASOLINA;23/01/2019;4,089;3,718;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;CLEONICE MARIA DA SILVA SOBRAL LTDA;2,43888E+13;GASOLINA;26/06/2019;4,399;3,9486;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;CLEONICE MARIA DA SILVA SOBRAL LTDA;2,43888E+13;GASOLINA;28/02/2019;4,089;3,744;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;DIESEL S10;07/03/2019;3,799;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;DIESEL S10;18/04/2019;3,799;3,1681;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;DIESEL S10;22/04/2019;3,799;3,1681;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;DIESEL S10;26/06/2019;3,699;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;DIESEL S10;28/02/2019;3,799;3,2277;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;ETANOL;07/03/2019;3,199;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;ETANOL;18/04/2019;3,599;3,0736;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;ETANOL;22/04/2019;3,599;3,0736;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;ETANOL;26/06/2019;3,499;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;ETANOL;28/02/2019;3,199;2,8451;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;GASOLINA;07/03/2019;4,195;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;GASOLINA;18/04/2019;4,295;4,0377;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;GASOLINA;22/04/2019;4,395;4,0377;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;GASOLINA;26/06/2019;4,379;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;GASOLINA;28/02/2019;4,195;3,8124;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;DIESEL S10;07/03/2019;3,699;3,224;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;DIESEL S10;13/03/2019;3,699;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;DIESEL S10;19/03/2019;3,699;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;DIESEL S10;22/05/2019;3,799;3,151;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;DIESEL S10;29/05/2019;3,799;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;ETANOL;07/03/2019;3,199;2,9077;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;ETANOL;13/03/2019;3,199;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;ETANOL;19/03/2019;3,199;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;ETANOL;22/05/2019;3,595;3,228;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;ETANOL;29/05/2019;3,595;3,228;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;GASOLINA;07/03/2019;4,199;3,8411;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;GASOLINA;13/03/2019;4,199;3,8411;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;GASOLINA;19/03/2019;4,199;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;GASOLINA;22/05/2019;4,399;4,1186;R$ / litro;RAIZEN
NE;PE;RECIFE;COMERCIAL RECIFE - COMêRCIO DE DERIVADOS DE PETR‡LEO LTDA.;1,15191E+13;GASOLINA;29/05/2019;4,399;4,1186;R$ / litro;RAIZEN
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;ETANOL;03/01/2019;2,939;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;ETANOL;06/06/2019;3,579;3,2645;R$ / litro;RAIZEN
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;ETANOL;12/06/2019;3,579;3,2645;R$ / litro;RAIZEN
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;ETANOL;18/06/2019;3,579;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;GASOLINA;03/01/2019;4,039;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;GASOLINA;06/06/2019;4,399;4,1009;R$ / litro;RAIZEN
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;GASOLINA;12/06/2019;4,399;4,1009;R$ / litro;RAIZEN
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;GASOLINA;18/06/2019;4,399;;R$ / litro;RAIZEN
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;DIESEL S10;13/02/2019;3,53;;R$ / litro;IPIRANGA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;DIESEL S10;19/02/2019;3,53;;R$ / litro;IPIRANGA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;ETANOL;13/02/2019;2,89;2,8813;R$ / litro;IPIRANGA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;ETANOL;19/02/2019;2,89;2,8813;R$ / litro;IPIRANGA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;GASOLINA;13/02/2019;3,939;3,8308;R$ / litro;IPIRANGA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;GASOLINA;19/02/2019;3,939;3,8308;R$ / litro;IPIRANGA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;DIESEL S10;08/05/2019;3,679;;R$ / litro;BRANCA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;DIESEL S10;14/02/2019;3,579;;R$ / litro;BRANCA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;DIESEL S10;30/04/2019;3,679;3,5497;R$ / litro;BRANCA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;DIESEL S10;31/01/2019;3,579;3,2539;R$ / litro;BRANCA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;ETANOL;08/05/2019;3,779;;R$ / litro;BRANCA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;ETANOL;14/02/2019;3,179;;R$ / litro;BRANCA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;ETANOL;30/04/2019;3,779;3,508;R$ / litro;BRANCA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;ETANOL;31/01/2019;3,179;3,139;R$ / litro;BRANCA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;GASOLINA;08/05/2019;4,479;;R$ / litro;BRANCA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;GASOLINA;14/02/2019;4,079;;R$ / litro;BRANCA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;GASOLINA;30/04/2019;4,379;4,1393;R$ / litro;BRANCA
NE;PE;RECIFE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;4,75084E+13;GASOLINA;31/01/2019;4,079;4,3273;R$ / litro;BRANCA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;DIESEL S10;03/01/2019;3,56;3,155;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;DIESEL S10;09/01/2019;3,56;3,155;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;DIESEL S10;12/06/2019;3,69;3,2125;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;DIESEL S10;17/01/2019;3,56;;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;DIESEL S10;18/06/2019;3,69;3,2125;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;DIESEL S10;20/03/2019;3,589;3,3097;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;ETANOL;03/01/2019;3,19;2,8447;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;ETANOL;09/01/2019;3,19;2,8447;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;ETANOL;12/06/2019;3,79;3,4112;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;ETANOL;17/01/2019;3,19;;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;ETANOL;18/06/2019;3,79;3,4112;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;ETANOL;20/03/2019;3,19;3,0714;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;GASOLINA;03/01/2019;4,25;3,8465;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;GASOLINA;09/01/2019;4,25;3,8465;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;GASOLINA;12/06/2019;4,45;4,0656;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;GASOLINA;17/01/2019;4,25;;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;GASOLINA;18/06/2019;4,45;4,0656;R$ / litro;IPIRANGA
NE;PE;RECIFE;CONSTRUCIPE COMêRCIO CONSTRUÄÂES E INCORPORAÄÂES LTDA.;7,19305E+12;GASOLINA;20/03/2019;4,29;3,9511;R$ / litro;IPIRANGA
NE;PE;RECIFE;CUNHA DERIVADOS DE PETROLEO LTDA;2,16435E+11;DIESEL S10;03/01/2019;3,539;3,0469;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;CUNHA DERIVADOS DE PETROLEO LTDA;2,16435E+11;DIESEL S10;09/01/2019;3,539;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;CUNHA DERIVADOS DE PETROLEO LTDA;2,16435E+11;DIESEL S10;20/03/2019;3,599;3,2332;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;CUNHA DERIVADOS DE PETROLEO LTDA;2,16435E+11;ETANOL;03/01/2019;3,199;2,8401;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;CUNHA DERIVADOS DE PETROLEO LTDA;2,16435E+11;ETANOL;09/01/2019;3,199;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;CUNHA DERIVADOS DE PETROLEO LTDA;2,16435E+11;ETANOL;20/03/2019;3,299;3,0874;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;CUNHA DERIVADOS DE PETROLEO LTDA;2,16435E+11;GASOLINA;03/01/2019;4,399;3,9042;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;CUNHA DERIVADOS DE PETROLEO LTDA;2,16435E+11;GASOLINA;09/01/2019;4,399;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;CUNHA DERIVADOS DE PETROLEO LTDA;2,16435E+11;GASOLINA;20/03/2019;4,279;3,9217;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;CUNHA DERIVADOS DE PETROLEO LTDA;2,16435E+11;GNV;03/01/2019;2,699;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;CUNHA DERIVADOS DE PETROLEO LTDA;2,16435E+11;GNV;09/01/2019;2,699;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;CUNHA DERIVADOS DE PETROLEO LTDA;2,16435E+11;GNV;20/03/2019;2,699;2,0639;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;DIESEL S10;06/02/2019;3,649;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;DIESEL S10;08/05/2019;3,599;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;DIESEL S10;13/03/2019;3,49;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;DIESEL S10;14/02/2019;3,599;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;DIESEL S10;19/02/2019;3,649;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;DIESEL S10;23/04/2019;3,599;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;DIESEL S10;26/06/2019;3,599;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;DIESEL S10;30/04/2019;3,599;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;DIESEL S10;31/01/2019;3,649;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;ETANOL;06/02/2019;2,999;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;ETANOL;08/05/2019;3,699;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;ETANOL;13/03/2019;3,19;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;ETANOL;14/02/2019;3,199;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;ETANOL;19/02/2019;2,999;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;ETANOL;23/04/2019;3,399;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;ETANOL;26/06/2019;3,699;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;ETANOL;30/04/2019;3,699;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;ETANOL;31/01/2019;2,999;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;GASOLINA;06/02/2019;4,059;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;GASOLINA;08/05/2019;4,43;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;GASOLINA;13/03/2019;4,09;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;GASOLINA;14/02/2019;4,179;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;GASOLINA;19/02/2019;4,059;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;GASOLINA;23/04/2019;4,259;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;GASOLINA;26/06/2019;4,399;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;GASOLINA;30/04/2019;4,399;;R$ / litro;RAIZEN
NE;PE;RECIFE;DIVISAS COMêRCIO DE COMBUST÷VEIS LTDA.;1,38957E+12;GASOLINA;31/01/2019;4,059;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;DIESEL S10;07/02/2019;3,69;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;DIESEL S10;09/01/2019;3,59;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;DIESEL S10;12/02/2019;3,69;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;DIESEL S10;17/01/2019;3,59;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;DIESEL S10;23/01/2019;3,59;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;ETANOL;07/02/2019;3,05;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;ETANOL;09/01/2019;3,09;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;ETANOL;12/02/2019;3,05;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;ETANOL;17/01/2019;3,09;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;ETANOL;23/01/2019;3,09;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;GASOLINA;07/02/2019;4,19;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;GASOLINA;09/01/2019;4,099;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;GASOLINA;12/02/2019;4,19;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;GASOLINA;17/01/2019;4,099;;R$ / litro;RAIZEN
NE;PE;RECIFE;E C DE MORAIS COMBUSTIVEIS LTDA;5,60356E+12;GASOLINA;23/01/2019;4,099;;R$ / litro;RAIZEN
NE;PE;RECIFE;EH COMERCIO DE COMBUSTIVEIS LTDA  - ME;1,30558E+13;DIESEL S10;05/06/2019;3,39;;R$ / litro;BRANCA
NE;PE;RECIFE;EH COMERCIO DE COMBUSTIVEIS LTDA  - ME;1,30558E+13;DIESEL S10;30/05/2019;3,39;3,2596;R$ / litro;BRANCA
NE;PE;RECIFE;EH COMERCIO DE COMBUSTIVEIS LTDA  - ME;1,30558E+13;ETANOL;03/01/2019;2,72;2,9709;R$ / litro;BRANCA
NE;PE;RECIFE;EH COMERCIO DE COMBUSTIVEIS LTDA  - ME;1,30558E+13;ETANOL;05/06/2019;3,49;;R$ / litro;BRANCA
NE;PE;RECIFE;EH COMERCIO DE COMBUSTIVEIS LTDA  - ME;1,30558E+13;ETANOL;30/05/2019;3,49;3,2275;R$ / litro;BRANCA
NE;PE;RECIFE;EH COMERCIO DE COMBUSTIVEIS LTDA  - ME;1,30558E+13;GASOLINA;03/01/2019;3,81;4,377;R$ / litro;BRANCA
NE;PE;RECIFE;EH COMERCIO DE COMBUSTIVEIS LTDA  - ME;1,30558E+13;GASOLINA;05/06/2019;4,37;4,0564;R$ / litro;BRANCA
NE;PE;RECIFE;EH COMERCIO DE COMBUSTIVEIS LTDA  - ME;1,30558E+13;GASOLINA;30/05/2019;4,37;4,0564;R$ / litro;BRANCA
NE;PE;RECIFE;ENERGY DERIVADOS DE PETROLEO LTDA;8,82655E+12;DIESEL S10;03/01/2019;3,459;3,0148;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;ENERGY DERIVADOS DE PETROLEO LTDA;8,82655E+12;DIESEL S10;10/04/2019;3,459;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;ENERGY DERIVADOS DE PETROLEO LTDA;8,82655E+12;ETANOL;03/01/2019;3,099;2,7486;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;ENERGY DERIVADOS DE PETROLEO LTDA;8,82655E+12;ETANOL;10/04/2019;3,299;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;ENERGY DERIVADOS DE PETROLEO LTDA;8,82655E+12;GASOLINA;03/01/2019;3,999;4,0048;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;ENERGY DERIVADOS DE PETROLEO LTDA;8,82655E+12;GASOLINA;10/04/2019;4,279;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;ENERGY DERIVADOS DE PETROLEO LTDA;8,82655E+12;GNV;03/01/2019;2,699;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;ENERGY DERIVADOS DE PETROLEO LTDA;8,82655E+12;GNV;10/04/2019;2,699;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;ESTAÄ«O DE SERVIÄOS BOA VIAGEM LTDA;2,0161E+12;DIESEL S10;06/02/2019;3,699;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;ESTAÄ«O DE SERVIÄOS BOA VIAGEM LTDA;2,0161E+12;DIESEL S10;08/05/2019;3,699;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;ESTAÄ«O DE SERVIÄOS BOA VIAGEM LTDA;2,0161E+12;DIESEL S10;30/04/2019;3,699;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;ESTAÄ«O DE SERVIÄOS BOA VIAGEM LTDA;2,0161E+12;ETANOL;06/02/2019;3,299;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;PE;RECIFE;ESTAÄ«O DE SERVIÄOS BOA VIAGEM LTDA;2,0161E+12;ETANOL;08/05/2019;3,799;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
